MovieId,Title,Genres,Year,Synopsis,RatingMean,Affiche
32,Twelve Monkeys ,['Mystery|Sci-Fi|Thriller'],1995,Description non disponible,3.947782546494993,"https://m.media-amazon.com/images/M/MV5BZjNjMTk4M2YtNzA1Mi00N2ZmLTlkNDktMTNmNDkwZGY4Y2ViXkEyXkFqcGdeQXVyMzI4MDIyNjc@._V1_QL75_UY281_CR9,0,190,281_.jpg"
34,Babe,['Children|Drama'],1995,"Opposing the evil Barnaby, Ollie Dee and Stanley Dum try and fail to pay-off Mother Peep's mortgage and mislead his attempts to marry Little Bo. Enraged, Barnaby's Bogeymen are set on Toyland.",3.539429530201342,"https://m.media-amazon.com/images/M/MV5BYjg4ZjUzMzMtYzlmYi00YTcwLTlkOWUtYWFmY2RhNjliODQzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,0,190,281_.jpg"
36,Dead Man Walking,['Crime|Drama'],1995,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.",3.6555075593952484,"https://m.media-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
39,Clueless,['Comedy|Romance'],1995,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.",3.320272572402044,"https://m.media-amazon.com/images/M/MV5BMjE3NDk2N2EtNjI4Ni00MDRkLTg0MTctMGY4Y2ZhMzE2NDA0XkEyXkFqcGdeQXVyMTA0MDM3NDg4._V1_QL75_UY281_CR10,0,190,281_.jpg"
41,Richard III,['Drama|War'],1995,The classic Shakespearean play about the murderously scheming 15th-century king is reimagined in an alternative setting of 1930s England as clouds of fascism gather.,3.6775147928994083,"https://m.media-amazon.com/images/M/MV5BMjA5NzY0MTk4MV5BMl5BanBnXkFtZTYwNDc3OTI4._V1_QL75_UY207_CR11,0,140,207_.jpg"
42,Dead Presidents,['Action|Crime|Drama'],1995,"A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.",2.871794871794872,"https://m.media-amazon.com/images/M/MV5BNjdhZWEzMzEtMjNhZS00OThhLWFiZWUtM2EwMWU5MWE0MDA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg"
43,Restoration,['Drama'],1995,"Colorful, charismatic characters run a restoration shop and use their impressive skills and experience to restore, trade, and sell classic cars--transforming piles of rust into collectible car treasures.",3.2517985611510793,"https://m.media-amazon.com/images/M/MV5BZmQwODk5ZGItMDk5OS00MjU4LTgyYmUtYTBiMTFhYWM5MDY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX190_CR0,7,190,281_.jpg"
44,Mortal Kombat,['Action|Adventure|Fantasy'],1995,MMA fighter Cole Young seeks out Earth's greatest champions in order to stand against the enemies of Outworld in a high stakes battle for the universe.,2.334190231362468,"https://m.media-amazon.com/images/M/MV5BY2ZlNWIxODMtN2YwZi00ZjNmLWIyN2UtZTFkYmZkNDQyNTAyXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_QL75_UX190_CR0,0,190,281_.jpg"
45,To Die For,['Comedy|Drama|Thriller'],1995,A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,3.3774038461538463,"https://m.media-amazon.com/images/M/MV5BNDAwYzYyNDYtMjQ5ZS00OThlLWE0ODUtZDE2ZDIyMjk4ZGNiXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_QL75_UY281_CR9,0,190,281_.jpg"
46,How to Make an American Quilt,['Drama|Romance'],1995,Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,2.7022900763358777,"https://m.media-amazon.com/images/M/MV5BNGYwZmZkYWItNjdmMi00MjI2LThmOGYtMmI1NTQ0OWQ1YWIxXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_QL75_UX190_CR0,1,190,281_.jpg"
47,Seven ,['Mystery|Thriller'],1995,Description non disponible,4.030112044817927,"https://m.media-amazon.com/images/M/MV5BY2YwM2JjNDAtNjgzMS00MTMzLThiMGQtZTYxMTM4NDRhYmNjXkEyXkFqcGdeQXVyMTQ4NTgxNzYx._V1_QL75_UX190_CR0,0,190,190_.jpg"
48,Pocahontas,['Animation|Children|Drama|Musical|Romance'],1995,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,2.673575129533679,"https://m.media-amazon.com/images/M/MV5BMTJiOGVlZTQtZDYwMC00OGUxLWIwZDEtM2VjNGY1OGFkMTQ1XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX190_CR0,2,190,281_.jpg"
50,The Usual Suspects,['Crime|Mystery|Thriller'],1995,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,4.151622002820875,"https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,1,190,281_.jpg"
52,Mighty Aphrodite,['Comedy|Drama|Romance'],1995,"When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute.",3.309734513274336,"https://m.media-amazon.com/images/M/MV5BODkyMWZmYmYtNmJkNy00ZmUyLWI1NGQtNjEyY2ViZTAwY2VmXkEyXkFqcGdeQXVyMTIzMzQ1ODg4._V1_QL75_UY281_CR8,0,190,281_.jpg"
57,Home for the Holidays,['Drama'],1995,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",3.146103896103896,"https://m.media-amazon.com/images/M/MV5BMTk2Y2VkMWYtODJhOC00ZGY3LTgwNWQtNmM5ZTQzNzQ5YTQ5XkEyXkFqcGdeQXVyMjc1NDA2OA@@._V1_QL75_UY281_CR9,0,190,281_.jpg"
58,The Postman,['Comedy|Drama|Romance'],1994,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",3.531021897810219,"https://m.media-amazon.com/images/M/MV5BODFjY2ZlZTEtNGViZS00OWM1LWI1NzgtZmRkOTYwMDVlNzQxXkEyXkFqcGdeQXVyMTU3MTc5Nw@@._V1_QL75_UY281_CR7,0,190,281_.jpg"
60,The Indian in the Cupboard,['Adventure|Children|Fantasy'],1995,"Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cupboard from his older brother, a set of antique keys from his mother, and a plastic Indian from his best friend, Patrick.",2.77992277992278,"https://m.media-amazon.com/images/M/MV5BZWZlYmZiZGMtN2YyZC00MTdjLTllNjUtYWNhZDMwNDhhOTM1XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX190_CR0,0,190,281_.jpg"
61,Eye for an Eye,['Drama|Thriller'],1996,"When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.",2.587719298245614,"https://m.media-amazon.com/images/M/MV5BMDA0ODAwMzYtY2MyZi00OWQ0LTk4MmItNzY0MDQwZWI5NmM2XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_QL75_UY281_CR10,0,190,281_.jpg"
62,Mr. Holland's Opus,['Drama'],1995,A frustrated composer finds fulfillment as a high school music teacher.,3.227034120734908,"https://m.media-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX190_CR0,1,190,281_.jpg"
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,['Comedy|Crime'],1996,"A parody of several U.S. films about being in the 'Hood', for instance Boyz'n the Hood, la loi de la rue (1991), South Central (1992), Menace to Society (1993), Fièvre à Columbus University (1995) and Juice (1992).",2.4932885906040267,"https://m.media-amazon.com/images/M/MV5BN2Q3NjYwMGEtYmRhMi00MzMzLTk5NTUtZTMyYTg4Zjg1MDA5XkEyXkFqcGdeQXVyMTM2ODk1OTQ@._V1_QL75_UY281_CR5,0,190,281_.jpg"
64,Two if by Sea,['Comedy|Romance'],1996,"A couple steals a Matisse painting on contract, and manage to evade the police. The sale takes place four days later on an island, but things don't go as planned.",2.1875,"https://m.media-amazon.com/images/M/MV5BYzVmNWJlYzItOTkyMC00YzlhLTkzMjUtMmFjMmVmMGNhNmQxXkEyXkFqcGdeQXVyNjcyNjA3Mjk@._V1_QL75_UX190_CR0,0,190,281_.jpg"
65,Bio-Dome,['Comedy'],1996,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",1.8003663003663004,"https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg"
66,Lawnmower Man 2: Beyond Cyberspace,['Action|Sci-Fi|Thriller'],1996,"After the destruction of Virtual Space Industries at the end of the first film, Jobe is discovered in the rubble and is brought to the facilities of Jonathan Walker (Kevin Conway), a powerful corporate tycoon, where his face is reconstructed and he is hooked back online through virtual reality to work for Walker. Several years later, in a dystopian Los Angeles, Peter Parkette (Austin O'Brien), is now a teenager and a computer hacker living in the subways with a group of runaway teenagers after the events of the first film. Jobe finds Peter online and asks him to find Benjamin Trace (Patrick Bergin), the founder of virtual reality. After finding Trace and bringing him to his hideout, Peter discovers Jobe is looking to start a new world order, using Walker's technology. Now, Trace, Peter, Trace's former lover Cori (Ely Pouget), and Peter's friends, are on a race against time to stop Jobe and Walker from enslaving humanity through virtual reality.",1.4754901960784315,"https://m.media-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg"
69,Friday,['Comedy'],1995,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor.",3.138211382113821,"https://m.media-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX190_CR0,6,190,281_.jpg"
70,From Dusk Till Dawn,['Action|Comedy|Horror|Thriller'],1996,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",3.175221238938053,"https://m.media-amazon.com/images/M/MV5BMTVlMGY2NTQtOTM3NS00NGVhLWE0MWEtMzZkMGQxOTIyZTAzXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_QL75_UY281_CR7,0,190,281_.jpg"
73,Les Misérables,['Drama|War'],1995,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",3.389423076923077,"https://m.media-amazon.com/images/M/MV5BZmQ0NzI1OTQtMTJjOC00NzZlLWJkOGEtZTQ1MmJmMjU1ZjkxXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY281_CR11,0,190,281_.jpg"
74,Bed of Roses,['Drama|Romance'],1996,"Determined to reform upon leaving prison, a former prostitute falls in love with a cotton-barge owner and must choose between him and her banker lover.",2.7,"https://m.media-amazon.com/images/M/MV5BNTUwOWM4YmUtMzdkMi00YjEwLWE0MmEtZTBmMGNhYWU4OGI3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,5,190,281_.jpg"
76,Screamers,['Action|Sci-Fi|Thriller'],1995,"A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained sentience.",2.7011494252873565,"https://m.media-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg"
79,The Juror,['Drama|Thriller'],1996,A juror in a Mafia trial is forced to convince the other jurors to vote not guilty by an obsessive mob enforcer.,2.4489795918367347,"https://m.media-amazon.com/images/M/MV5BMzM4NjhkYTItYjFjMS00Zjc2LWI1YjItYjBmYWQwZWU2ODM3XkEyXkFqcGdeQXVyMTIzMzQ1ODg4._V1_QL75_UY281_CR10,0,190,281_.jpg"
81,Things to Do in Denver When You're Dead,['Crime|Drama|Romance'],1995,Five different criminals face imminent death after botching a job quite badly.,2.9309523809523808,"https://m.media-amazon.com/images/M/MV5BMzI0OWEzZmItOGUyOC00M2Y2LWIzNDEtY2EzYzAwNWI0ZDkyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UX190_CR0,1,190,281_.jpg"
82,Antonia's Line ,['Comedy|Drama'],1995,"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",3.259433962264151,"https://m.media-amazon.com/images/M/MV5BNDVmNjdhMzEtNDMzMy00NzI0LWI1ZmUtNjJiNGEzMDExZDY5XkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_QL75_UY281_CR1,0,190,281_.jpg"
85,Angels and Insects,['Drama|Romance'],1995,In the 1800s a naturalist marries into a family of British country gentry.,3.3174603174603177,"https://m.media-amazon.com/images/M/MV5BZTc1MzY1ODAtMDhlMS00NjgyLTlkNTEtZTUwYTM4MzFkNWNmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UY281_CR2,0,190,281_.jpg"
86,White Squall,['Action|Adventure|Drama'],1996,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,3.0940860215053765,"https://m.media-amazon.com/images/M/MV5BOTQ4MDc1ZDctZDk2Ny00OGY5LWIzZWEtOWFhNWE4MmU3NzZmL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UY281_CR9,0,190,281_.jpg"
88,Black Sheep,['Comedy'],1996,"The dramatized World War II adventures of U.S. Major Gregory ""Pappy"" Boyington and his U.S. Marine Attack Squadron 214, (The Black Sheep Squadron).",2.5418410041841004,"https://m.media-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg"
89,Nick of Time,['Action|Thriller'],1995,"An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",2.9048442906574397,"https://m.media-amazon.com/images/M/MV5BODg1ODNjMzItYjRkMS00NmExLTkxNWUtMWYwNWM2NDU1YzU1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR2,0,190,281_.jpg"
92,Mary Reilly,['Drama|Horror|Thriller'],1996,"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.",2.4838709677419355,"https://m.media-amazon.com/images/M/MV5BZWI5MzBiMjgtNDE2ZC00MTA1LWFmNWItZDQyMDA2NGE0MjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg"
93,Vampire in Brooklyn,['Comedy|Horror|Romance'],1995,A Caribbean vampire seduces a Brooklyn police officer who has no idea that she is half-vampire.,1.971264367816092,"https://m.media-amazon.com/images/M/MV5BZTUxYWM0ZWItMzQ5Ny00ZWFkLWI3MmYtMzNhNmRiNWI2MTAyXkEyXkFqcGdeQXVyMTEyODk3NTgz._V1_QL75_UY281_CR11,0,190,281_.jpg"
94,Beautiful Girls,['Comedy|Drama|Romance'],1996,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,3.416317991631799,"https://m.media-amazon.com/images/M/MV5BOTQ4OTU0ODktY2E5YS00MGFhLTgwZTEtZWFkOGMxMmFmOTg0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY281_CR2,0,190,281_.jpg"
